idencuesta,ola,ola_num,muestra,estrato_disenno,segmento_disenno,ponderador02,m0_sexo,m02,m01,m36,m0_edad,n_visitas_entr,responde,m02_fac,m01_fac,m36_fac
131010730,2022,6,2,Gran Santiago,1310107,,,,,,,,0,,,
131010731,2018,2,2,Gran Santiago,1310107,1.12763917446136,2,1,9,1,37,3,1,Trabajo Remunerado,Universitaria,En Pareja
131010731,2019,3,2,Gran Santiago,1310107,,,,,,,,0,,,
131010731,2021,5,2,Gran Santiago,1310107,1.25658643245697,2,1,9,1,39,5,1,Trabajo Remunerado,Universitaria,En Pareja
131010731,2022,6,2,Gran Santiago,1310107,,,,,,,,0,,,
131010732,2018,2,2,Gran Santiago,1310107,1.42927062511444,1,1,5,1,71,1,1,Trabajo Remunerado,Media,En Pareja
131010732,2019,3,2,Gran Santiago,1310107,1.92491352558136,1,2,7,5,72,3,1,Trabajo Remunerado,Técnica,Soltero
131010732,2021,5,2,Gran Santiago,1310107,3.68127799034119,1,5,5,5,73,8,1,Jubilado,Media,Soltero
131010732,2022,6,2,Gran Santiago,1310107,,,,,,,,0,,,
131010733,2018,2,2,Gran Santiago,1310107,1.12763917446136,2,5,5,8,68,7,1,Jubilado,Media,Soltero
131010733,2019,3,2,Gran Santiago,1310107,0.763040244579315,2,5,4,8,69,4,1,Jubilado,Media,Soltero
131010733,2021,5,2,Gran Santiago,1310107,,,,,,,,0,,,
131010733,2022,6,2,Gran Santiago,1310107,1.17928886413574,2,5,,,72,,1,Jubilado,,
131010822,2018,2,2,Gran Santiago,1310108,0.986684203147888,2,4,8,4,18,2,1,Otras Categorías,Universitaria,Soltero
131010822,2019,3,2,Gran Santiago,1310108,,,,,,,,0,,,
131010822,2021,5,2,Gran Santiago,1310108,,,,,,,,0,,,
131010822,2022,6,2,Gran Santiago,1310108,,,,,,,,0,,,
131010829,2018,2,2,Gran Santiago,1310108,0.986684203147888,2,2,2,2,58,1,1,Trabajo Remunerado,Básica,En Pareja
131010829,2019,3,2,Gran Santiago,1310108,0.508693516254425,2,2,3,2,59,4,1,Trabajo Remunerado,Básica,En Pareja
131010829,2021,5,2,Gran Santiago,1310108,0.47121986746788,2,7,2,2,60,5,1,Trabajo Doméstico No Remunerado,Básica,En Pareja
131010829,2022,6,2,Gran Santiago,1310108,1.17928886413574,2,7,2,5,62,,1,Trabajo Doméstico No Remunerado,Básica,Soltero
131010831,2018,2,2,Gran Santiago,1310108,0.625305771827698,1,5,2,4,75,1,1,Jubilado,Básica,Soltero
131010831,2019,3,2,Gran Santiago,1310108,0.48122838139534,1,5,3,4,76,4,1,Jubilado,Básica,Soltero
131010831,2021,5,2,Gran Santiago,1310108,0.788845300674439,1,5,3,2,79,7,1,Jubilado,Básica,En Pareja
131010831,2022,6,2,Gran Santiago,1310108,,,,,,,,0,,,
131010832,2018,2,2,Gran Santiago,1310108,1.2506115436554,1,7,5,1,35,1,1,Trabajo Doméstico No Remunerado,Media,En Pareja
131010832,2019,3,2,Gran Santiago,1310108,1.01738703250885,2,7,5,1,36,3,1,Trabajo Doméstico No Remunerado,Media,En Pareja
131010832,2021,5,2,Gran Santiago,1310108,0.94243973493576,2,2,5,1,38,4,1,Trabajo Remunerado,Media,En Pareja
131010832,2022,6,2,Gran Santiago,1310108,,,,,,,,0,,,
131010833,2018,2,2,Gran Santiago,1310108,0.493342101573944,2,1,5,5,61,2,1,Trabajo Remunerado,Media,Soltero
131010833,2019,3,2,Gran Santiago,1310108,0.254346758127213,2,1,5,5,62,3,1,Trabajo Remunerado,Media,Soltero
131010833,2021,5,2,Gran Santiago,1310108,0.47121986746788,2,5,5,5,63,2,1,Jubilado,Media,Soltero
131010833,2022,6,2,Gran Santiago,1310108,0.589644432067871,2,5,5,5,65,,1,Jubilado,Media,Soltero
131011324,2018,2,2,Gran Santiago,1310113,2.11432313919067,2,1,5,3,40,7,1,Trabajo Remunerado,Media,En Pareja
131011324,2019,3,2,Gran Santiago,1310113,,,,,,,,0,,,
131011324,2021,5,2,Gran Santiago,1310113,,,,,,,,0,,,
131011324,2022,6,2,Gran Santiago,1310113,,,,,,,,0,,,
131011325,2018,2,2,Gran Santiago,1310113,1.40954887866974,2,4,8,4,25,7,1,Otras Categorías,Universitaria,Soltero
131011325,2019,3,2,Gran Santiago,1310113,,,,,,,,0,,,
131011325,2021,5,2,Gran Santiago,1310113,,,,,,,,0,,,
131011325,2022,6,2,Gran Santiago,1310113,,,,,,,,0,,,
131011326,2018,2,2,Gran Santiago,1310113,0.704774439334869,2,1,5,4,39,6,1,Trabajo Remunerado,Media,Soltero
131011326,2019,3,2,Gran Santiago,1310113,1.22086441516876,2,1,5,2,40,3,1,Trabajo Remunerado,Media,En Pareja
131011326,2021,5,2,Gran Santiago,1310113,1.13092768192291,2,1,5,4,41,2,1,Trabajo Remunerado,Media,Soltero
131011326,2022,6,2,Gran Santiago,1310113,0.943431198596954,2,1,4,4,43,,1,Trabajo Remunerado,Media,Soltero
131011327,2018,2,2,Gran Santiago,1310113,1.40954887866974,2,1,5,2,50,1,1,Trabajo Remunerado,Media,En Pareja
131011327,2019,3,2,Gran Santiago,1310113,0.813909590244293,2,7,5,2,51,3,1,Trabajo Doméstico No Remunerado,Media,En Pareja
131011327,2021,5,2,Gran Santiago,1310113,0.753951847553253,2,6,5,2,52,5,1,Desempleado,Media,En Pareja
131011327,2022,6,2,Gran Santiago,1310113,0.943431198596954,2,2,5,7,54,,1,Trabajo Remunerado,Media,Soltero
131011522,2018,2,2,Gran Santiago,1310115,4.46646976470947,1,1,5,4,37,8,1,Trabajo Remunerado,Media,Soltero
131011522,2019,3,2,Gran Santiago,1310115,2.05324101448059,1,1,5,4,39,4,1,Trabajo Remunerado,Media,Soltero
131011522,2021,5,2,Gran Santiago,1310115,,,,,,,,0,,,
131011522,2022,6,2,Gran Santiago,1310115,,,,,,,,0,,,
131011524,2018,2,2,Gran Santiago,1310115,2.67988204956055,1,1,9,1,39,7,1,Trabajo Remunerado,Universitaria,En Pareja
131011524,2019,3,2,Gran Santiago,1310115,1.53993058204651,1,1,9,1,40,4,1,Trabajo Remunerado,Universitaria,En Pareja
131011524,2021,5,2,Gran Santiago,1310115,3.78645706176758,1,1,9,1,42,7,1,Trabajo Remunerado,Universitaria,En Pareja
131011524,2022,6,2,Gran Santiago,1310115,4.16822481155396,1,3,9,1,43,,1,Trabajo Remunerado,Universitaria,En Pareja
131011526,2018,2,2,Gran Santiago,1310115,2.11432313919067,2,7,3,8,55,3,1,Trabajo Doméstico No Remunerado,Básica,Soltero
131011526,2019,3,2,Gran Santiago,1310115,0.271303206682205,2,7,2,8,56,3,1,Trabajo Doméstico No Remunerado,Básica,Soltero
131011526,2021,5,2,Gran Santiago,1310115,,,,,,,,0,,,
131011526,2022,6,2,Gran Santiago,1310115,,,,,,,,0,,,
131011528,2018,2,2,Gran Santiago,1310115,3.57317614555359,1,6,9,2,30,9,1,Desempleado,Universitaria,En Pareja
131011528,2019,3,2,Gran Santiago,1310115,,,,,,,,0,,,
131011528,2021,5,2,Gran Santiago,1310115,,,,,,,,0,,,
131011528,2022,6,2,Gran Santiago,1310115,,,,,,,,0,,,
131020122,2018,2,2,Gran Santiago,1310201,0.510453820228577,1,2,2,4,38,2,1,Trabajo Remunerado,Básica,Soltero
131020122,2019,3,2,Gran Santiago,1310201,,,,,,,,0,,,
131020122,2021,5,2,Gran Santiago,1310201,1.47251117229462,1,1,5,1,38,3,1,Trabajo Remunerado,Media,En Pareja
131020122,2022,6,2,Gran Santiago,1310201,,,,,,,,0,,,
131020123,2018,2,2,Gran Santiago,1310201,1.20818471908569,2,7,5,1,46,9,1,Trabajo Doméstico No Remunerado,Media,En Pareja
131020123,2019,3,2,Gran Santiago,1310201,1.42434167861938,2,7,5,1,47,4,1,Trabajo Doméstico No Remunerado,Media,En Pareja
131020123,2021,5,2,Gran Santiago,1310201,1.09951293468475,2,7,5,1,48,2,1,Trabajo Doméstico No Remunerado,Media,En Pareja
131020123,2022,6,2,Gran Santiago,1310201,1.37583696842194,2,7,5,1,50,,1,Trabajo Doméstico No Remunerado,Media,En Pareja
131020124,2018,2,2,Gran Santiago,1310201,0.402728289365768,2,2,5,2,48,4,1,Trabajo Remunerado,Media,En Pareja
131020124,2019,3,2,Gran Santiago,1310201,0.854604959487915,2,2,5,2,50,8,1,Trabajo Remunerado,Media,En Pareja
131020124,2021,5,2,Gran Santiago,1310201,0.879610419273377,2,2,3,5,50,7,1,Trabajo Remunerado,Básica,Soltero
131020124,2022,6,2,Gran Santiago,1310201,0.550334811210632,2,2,2,2,52,,1,Trabajo Remunerado,Básica,En Pareja
131020125,2018,2,2,Gran Santiago,1310201,1.53136110305786,1,2,6,4,37,11,1,Trabajo Remunerado,Técnica,Soltero
131020125,2019,3,2,Gran Santiago,1310201,1.61692702770233,1,1,7,4,38,5,1,Trabajo Remunerado,Técnica,Soltero
131020125,2021,5,2,Gran Santiago,1310201,1.10438334941864,1,2,5,4,37,4,1,Trabajo Remunerado,Media,Soltero
131020125,2022,6,2,Gran Santiago,1310201,1.21573221683502,1,1,7,4,41,,1,Trabajo Remunerado,Técnica,Soltero
131020126,2018,2,2,Gran Santiago,1310201,0.402728289365768,2,1,4,4,75,2,1,Trabajo Remunerado,Media,Soltero
131020126,2019,3,2,Gran Santiago,1310201,0.284868329763413,2,2,5,4,76,3,1,Trabajo Remunerado,Media,Soltero
131020126,2021,5,2,Gran Santiago,1310201,0.219902604818344,2,1,3,4,77,6,1,Trabajo Remunerado,Básica,Soltero
131020126,2022,6,2,Gran Santiago,1310201,0.275167405605316,2,5,4,4,80,,1,Jubilado,Media,Soltero
131020127,2018,2,2,Gran Santiago,1310201,0.805456578731537,2,7,7,1,56,8,1,Trabajo Doméstico No Remunerado,Técnica,En Pareja
131020127,2019,3,2,Gran Santiago,1310201,,,,,,,,0,,,
131020127,2021,5,2,Gran Santiago,1310201,,,,,,,,0,,,
131020127,2022,6,2,Gran Santiago,1310201,1.10066962242126,2,9,7,1,60,,1,Otras Categorías,Técnica,En Pareja
131020128,2018,2,2,Gran Santiago,1310201,0.402728289365768,2,1,3,4,51,2,1,Trabajo Remunerado,Básica,Soltero
131020128,2019,3,2,Gran Santiago,1310201,0.569736659526825,2,1,3,4,53,8,1,Trabajo Remunerado,Básica,Soltero
131020128,2021,5,2,Gran Santiago,1310201,0.439805209636688,2,1,3,4,54,5,1,Trabajo Remunerado,Básica,Soltero
131020128,2022,6,2,Gran Santiago,1310201,0.550334811210632,2,1,3,4,55,,1,Trabajo Remunerado,Básica,Soltero
131030121,2018,2,2,Gran Santiago,1310301,1.78658795356751,1,1,4,2,54,2,1,Trabajo Remunerado,Media,En Pareja
131030121,2019,3,2,Gran Santiago,1310301,3.59317183494568,1,1,4,3,55,4,1,Trabajo Remunerado,Media,En Pareja
131030121,2021,5,2,Gran Santiago,1310301,3.86534190177918,1,1,4,2,56,2,1,Trabajo Remunerado,Media,En Pareja
131030121,2022,6,2,Gran Santiago,1310301,2.43146467208862,1,1,4,2,58,,1,Trabajo Remunerado,Media,En Pareja
131030122,2018,2,2,Gran Santiago,1310301,1.33994102478027,1,4,5,4,19,14,1,Otras Categorías,Media,Soltero
131030122,2019,3,2,Gran Santiago,1310301,2.24573230743408,1,4,8,4,20,10,1,Otras Categorías,Universitaria,Soltero
131030122,2021,5,2,Gran Santiago,1310301,2.76095867156982,1,4,8,4,21,6,1,Otras Categorías,Universitaria,Soltero
131030122,2022,6,2,Gran Santiago,1310301,2.43146467208862,1,4,8,4,23,,1,Otras Categorías,Universitaria,Soltero
131030123,2018,2,2,Gran Santiago,1310301,1.78658795356751,1,2,8,4,24,10,1,Trabajo Remunerado,Universitaria,Soltero
131030123,2019,3,2,Gran Santiago,1310301,2.24573230743408,1,4,6,4,25,6,1,Otras Categorías,Técnica,Soltero
131030123,2021,5,2,Gran Santiago,1310301,2.76095867156982,1,3,6,4,27,3,1,Trabajo Remunerado,Técnica,Soltero
131030123,2022,6,2,Gran Santiago,1310301,2.43146467208862,1,1,7,4,28,,1,Trabajo Remunerado,Técnica,Soltero
131030124,2018,2,2,Gran Santiago,1310301,0.352387189865112,2,6,4,4,32,5,1,Desempleado,Media,Soltero
131030124,2019,3,2,Gran Santiago,1310301,0.47478061914444,2,7,4,2,33,4,1,Trabajo Doméstico No Remunerado,Media,En Pareja
131030124,2021,5,2,Gran Santiago,1310301,1.319415807724,2,2,4,1,34,13,1,Trabajo Remunerado,Media,En Pareja
131030124,2022,6,2,Gran Santiago,1310301,,,,,,,,0,,,
131030125,2018,2,2,Gran Santiago,1310301,0.893293976783752,1,5,2,5,76,3,1,Jubilado,Básica,Soltero
131030125,2019,3,2,Gran Santiago,1310301,1.34743940830231,1,5,2,5,77,4,1,Jubilado,Básica,Soltero
131030125,2021,5,2,Gran Santiago,1310301,,,,,,,,0,,,
131030125,2022,6,2,Gran Santiago,1310301,0.486292958259583,1,5,3,5,80,,1,Jubilado,Básica,Soltero
131030127,2018,2,2,Gran Santiago,1310301,2.67988204956055,1,2,3,1,62,2,1,Trabajo Remunerado,Básica,En Pareja
131030127,2019,3,2,Gran Santiago,1310301,,,,,,,,0,,,
131030127,2021,5,2,Gran Santiago,1310301,,,,,,,,0,,,
131030127,2022,6,2,Gran Santiago,1310301,3.89034366607666,1,2,5,1,66,,1,Trabajo Remunerado,Media,En Pareja
131030128,2018,2,2,Gran Santiago,1310301,0.704774379730225,2,2,3,1,55,1,1,Trabajo Remunerado,Básica,En Pareja
131030128,2019,3,2,Gran Santiago,1310301,1.89912247657776,2,8,3,1,57,3,1,Otras Categorías,Básica,En Pareja
131030128,2021,5,2,Gran Santiago,1310301,,,,,,,,0,,,
131030128,2022,6,2,Gran Santiago,1310301,,,,,,,,0,,,
131030221,2018,2,2,Gran Santiago,1310302,0.893294036388397,1,1,7,1,34,1,1,Trabajo Remunerado,Técnica,En Pareja
131030221,2019,3,2,Gran Santiago,1310302,1.92491352558136,1,1,7,1,35,3,1,Trabajo Remunerado,Técnica,En Pareja
131030221,2021,5,2,Gran Santiago,1310302,2.10358762741089,1,1,7,1,36,5,1,Trabajo Remunerado,Técnica,En Pareja
131030221,2022,6,2,Gran Santiago,1310302,3.70508909225464,1,1,7,1,38,,1,Trabajo Remunerado,Técnica,En Pareja
131030222,2018,2,2,Gran Santiago,1310302,1.33994102478027,1,1,9,1,54,1,1,Trabajo Remunerado,Universitaria,En Pareja
131030222,2019,3,2,Gran Santiago,1310302,1.53993093967438,1,1,7,1,56,3,1,Trabajo Remunerado,Técnica,En Pareja
131030222,2021,5,2,Gran Santiago,1310302,1.68287003040314,1,1,9,1,57,4,1,Trabajo Remunerado,Universitaria,En Pareja
131030222,2022,6,2,Gran Santiago,1310302,,,,,,,,0,,,
131030223,2018,2,2,Gran Santiago,1310302,0.446647018194199,1,1,7,8,71,7,1,Trabajo Remunerado,Técnica,Soltero
131030223,2019,3,2,Gran Santiago,1310302,0.384982734918594,1,1,5,8,73,9,1,Trabajo Remunerado,Media,Soltero
131030223,2021,5,2,Gran Santiago,1310302,,,,,,,,0,,,
131030223,2022,6,2,Gran Santiago,1310302,,,,,,,,0,,,
131030224,2018,2,2,Gran Santiago,1310302,0.704774439334869,2,8,4,8,61,8,1,Otras Categorías,Media,Soltero
131030224,2019,3,2,Gran Santiago,1310302,0.406954795122147,2,5,4,8,63,8,1,Jubilado,Media,Soltero
131030224,2021,5,2,Gran Santiago,1310302,,,,,,,,0,,,
131030224,2022,6,2,Gran Santiago,1310302,,,,,,,,0,,,
131030225,2018,2,2,Gran Santiago,1310302,1.76193594932556,2,4,5,4,19,1,1,Otras Categorías,Media,Soltero
131030225,2019,3,2,Gran Santiago,1310302,1.42434167861938,2,4,8,4,20,4,1,Otras Categorías,Universitaria,Soltero
131030225,2021,5,2,Gran Santiago,1310302,1.75922083854675,2,2,8,4,21,5,1,Trabajo Remunerado,Universitaria,Soltero
131030225,2022,6,2,Gran Santiago,1310302,,,,,,,,0,,,
131030226,2018,2,2,Gran Santiago,1310302,1.33994102478027,1,4,5,4,19,11,1,Otras Categorías,Media,Soltero
131030226,2019,3,2,Gran Santiago,1310302,1.53993093967438,1,1,5,4,20,3,1,Trabajo Remunerado,Media,Soltero
131030226,2021,5,2,Gran Santiago,1310302,1.68287003040314,1,4,6,2,21,3,1,Otras Categorías,Técnica,En Pareja
131030226,2022,6,2,Gran Santiago,1310302,,,,,,,,0,,,
131030227,2018,2,2,Gran Santiago,1310302,2.11432313919067,2,9,7,1,27,13,1,Otras Categorías,Técnica,En Pareja
131030227,2019,3,2,Gran Santiago,1310302,1.22086441516876,2,7,7,1,28,3,1,Trabajo Doméstico No Remunerado,Técnica,En Pareja
131030227,2021,5,2,Gran Santiago,1310302,1.50790393352509,2,7,7,1,30,4,1,Trabajo Doméstico No Remunerado,Técnica,En Pareja
131030227,2022,6,2,Gran Santiago,1310302,6.28954172134399,2,7,7,1,31,,1,Trabajo Doméstico No Remunerado,Técnica,En Pareja
131030228,2018,2,2,Gran Santiago,1310302,1.05716156959534,2,7,2,4,58,9,1,Trabajo Doméstico No Remunerado,Básica,Soltero
131030228,2019,3,2,Gran Santiago,1310302,1.01738703250885,2,7,2,8,59,4,1,Trabajo Doméstico No Remunerado,Básica,Soltero
131030228,2021,5,2,Gran Santiago,1310302,1.25658643245697,2,7,2,8,60,3,1,Trabajo Doméstico No Remunerado,Básica,Soltero
131030228,2022,6,2,Gran Santiago,1310302,3.144770860672,2,9,2,1,62,,1,Otras Categorías,Básica,En Pareja
131030322,2018,2,2,Gran Santiago,1310303,0.939699172973633,2,7,5,1,32,2,1,Trabajo Doméstico No Remunerado,Media,En Pareja
131030322,2019,3,2,Gran Santiago,1310303,2.38068580627441,2,7,5,1,33,4,1,Trabajo Doméstico No Remunerado,Media,En Pareja
131030322,2021,5,2,Gran Santiago,1310303,1.53146469593048,2,7,5,8,34,5,1,Trabajo Doméstico No Remunerado,Media,Soltero
131030322,2022,6,2,Gran Santiago,1310303,2.7595362663269,2,6,5,1,36,,1,Desempleado,Media,En Pareja
131030323,2018,2,2,Gran Santiago,1310303,1.19105863571167,1,9,5,1,38,2,1,Otras Categorías,Media,En Pareja
131030323,2019,3,2,Gran Santiago,1310303,,,,,,,,0,,,
131030323,2021,5,2,Gran Santiago,1310303,,,,,,,,0,,,
131030323,2022,6,2,Gran Santiago,1310303,,,,,,,,0,,,
131030324,2018,2,2,Gran Santiago,1310303,0.469849586486816,2,1,7,2,26,1,1,Trabajo Remunerado,Técnica,En Pareja
131030324,2019,3,2,Gran Santiago,1310303,1.58712363243103,2,1,7,2,27,4,1,Trabajo Remunerado,Técnica,En Pareja
131030324,2021,5,2,Gran Santiago,1310303,1.83775758743286,2,1,7,4,27,3,1,Trabajo Remunerado,Técnica,Soltero
131030324,2022,6,2,Gran Santiago,1310303,1.83969068527222,2,2,7,2,30,,1,Trabajo Remunerado,Técnica,En Pareja
131030325,2018,2,2,Gran Santiago,1310303,0.595529317855835,1,1,2,5,66,2,1,Trabajo Remunerado,Básica,Soltero
131030325,2019,3,2,Gran Santiago,1310303,0.750716209411621,1,1,3,5,67,6,1,Trabajo Remunerado,Básica,Soltero
131030325,2021,5,2,Gran Santiago,1310303,2.05099773406982,1,2,4,5,67,4,1,Trabajo Remunerado,Media,Soltero
131030325,2022,6,2,Gran Santiago,1310303,0.677336573600769,1,2,3,5,70,,1,Trabajo Remunerado,Básica,Soltero
131030326,2018,2,2,Gran Santiago,1310303,0.595529317855835,1,2,7,7,44,1,1,Trabajo Remunerado,Técnica,Soltero
131030326,2019,3,2,Gran Santiago,1310303,2.25214886665344,1,2,5,4,45,3,1,Trabajo Remunerado,Media,Soltero
131030326,2021,5,2,Gran Santiago,1310303,2.05099773406982,1,2,5,1,44,5,1,Trabajo Remunerado,Media,En Pareja
131030326,2022,6,2,Gran Santiago,1310303,1.35467314720154,1,2,3,1,48,,1,Trabajo Remunerado,Básica,En Pareja
131030327,2018,2,2,Gran Santiago,1310303,0.595529317855835,1,5,2,5,64,2,1,Jubilado,Básica,Soltero
131030327,2019,3,2,Gran Santiago,1310303,0.750716209411621,1,5,3,4,65,6,1,Jubilado,Básica,Soltero
131030327,2021,5,2,Gran Santiago,1310303,0.512749433517456,1,5,2,4,64,3,1,Jubilado,Básica,Soltero
131030327,2022,6,2,Gran Santiago,1310303,0.677336573600769,1,5,3,4,68,,1,Jubilado,Básica,Soltero
131040124,2018,2,2,Gran Santiago,1310401,0.893293976783752,1,1,5,2,36,20,1,Trabajo Remunerado,Media,En Pareja
131040124,2019,3,2,Gran Santiago,1310401,1.15494799613953,1,1,5,2,37,3,1,Trabajo Remunerado,Media,En Pareja
131040124,2021,5,2,Gran Santiago,1310401,,,,,,,,0,,,
131040124,2022,6,2,Gran Santiago,1310401,,,,,,,,0,,,
131040125,2018,2,2,Gran Santiago,1310401,0.446646988391876,1,2,5,4,58,1,1,Trabajo Remunerado,Media,Soltero
131040125,2019,3,2,Gran Santiago,1310401,0.38498267531395,1,1,5,4,59,10,1,Trabajo Remunerado,Media,Soltero
131040125,2021,5,2,Gran Santiago,1310401,,,,,,,,0,,,
131040125,2022,6,2,Gran Santiago,1310401,,,,,,,,0,,,
131040126,2018,2,2,Gran Santiago,1310401,1.05716156959534,2,1,3,1,58,16,1,Trabajo Remunerado,Básica,En Pareja
131040126,2019,3,2,Gran Santiago,1310401,0.813909530639648,2,1,3,1,59,4,1,Trabajo Remunerado,Básica,En Pareja
131040126,2021,5,2,Gran Santiago,1310401,,,,,,,,0,,,
131040126,2022,6,2,Gran Santiago,1310401,4.71715545654297,2,7,3,1,62,,1,Trabajo Doméstico No Remunerado,Básica,En Pareja
131040127,2018,2,2,Gran Santiago,1310401,0.704774379730225,2,2,5,8,36,15,1,Trabajo Remunerado,Media,Soltero
131040127,2019,3,2,Gran Santiago,1310401,0.610432147979736,2,7,5,1,37,10,1,Trabajo Doméstico No Remunerado,Media,En Pareja
131040127,2021,5,2,Gran Santiago,1310401,,,,,,,,0,,,
131040127,2022,6,2,Gran Santiago,1310401,,,,,,,,0,,,
131040128,2018,2,2,Gran Santiago,1310401,0.352387189865112,2,6,5,4,33,1,1,Desempleado,Media,Soltero
131040128,2019,3,2,Gran Santiago,1310401,0.610432147979736,2,2,4,2,34,3,1,Trabajo Remunerado,Media,En Pareja
131040128,2021,5,2,Gran Santiago,1310401,2.82731914520264,2,2,5,4,35,4,1,Trabajo Remunerado,Media,Soltero
131040128,2022,6,2,Gran Santiago,1310401,,,,,,,,0,,,
131040222,2018,2,2,Gran Santiago,1310402,0.822236776351929,2,7,7,2,36,13,1,Trabajo Doméstico No Remunerado,Técnica,En Pareja
131040222,2019,3,2,Gran Santiago,1310402,1.52608048915863,2,1,5,2,37,3,1,Trabajo Remunerado,Media,En Pareja
131040222,2021,5,2,Gran Santiago,1310402,,,,,,,,0,,,
131040222,2022,6,2,Gran Santiago,1310402,,,,,,,,0,,,
131040223,2018,2,2,Gran Santiago,1310402,1.64447355270386,2,9,5,1,56,2,1,Otras Categorías,Media,En Pareja
131040223,2019,3,2,Gran Santiago,1310402,2.13651275634766,2,7,5,1,57,3,1,Trabajo Doméstico No Remunerado,Media,En Pareja
131040223,2021,5,2,Gran Santiago,1310402,1.64926970005035,2,7,5,1,57,5,1,Trabajo Doméstico No Remunerado,Media,En Pareja
131040223,2022,6,2,Gran Santiago,1310402,2.47650671005249,2,7,5,1,60,,1,Trabajo Doméstico No Remunerado,Media,En Pareja
131040224,2018,2,2,Gran Santiago,1310402,3.64761686325073,1,1,5,1,56,2,1,Trabajo Remunerado,Media,En Pareja
131040224,2019,3,2,Gran Santiago,1310402,2.30989623069763,1,1,5,1,58,10,1,Trabajo Remunerado,Media,En Pareja
131040224,2021,5,2,Gran Santiago,1310402,4.33864974975586,1,1,5,1,60,4,1,Trabajo Remunerado,Media,En Pareja
131040224,2022,6,2,Gran Santiago,1310402,5.21028137207031,1,1,5,1,61,,1,Trabajo Remunerado,Media,En Pareja
131040225,2018,2,2,Gran Santiago,1310402,1.04217624664307,1,1,5,4,38,2,1,Trabajo Remunerado,Media,Soltero
131040225,2019,3,2,Gran Santiago,1310402,,,,,,,,0,,,
131040225,2021,5,2,Gran Santiago,1310402,,,,,,,,0,,,
131040225,2022,6,2,Gran Santiago,1310402,,,,,,,,0,,,
131040227,2018,2,2,Gran Santiago,1310402,1.2333550453186,2,1,7,1,51,21,1,Trabajo Remunerado,Técnica,En Pareja
131040227,2019,3,2,Gran Santiago,1310402,,,,,,,,0,,,
131040227,2021,5,2,Gran Santiago,1310402,0.47121986746788,2,1,7,8,53,2,1,Trabajo Remunerado,Técnica,Soltero
131040227,2022,6,2,Gran Santiago,1310402,1.06136000156403,2,1,7,7,55,,1,Trabajo Remunerado,Técnica,Soltero
131040228,2018,2,2,Gran Santiago,1310402,1.2333550453186,2,9,4,1,56,17,1,Otras Categorías,Media,En Pareja
131040228,2019,3,2,Gran Santiago,1310402,0.915648221969604,2,7,4,1,57,3,1,Trabajo Doméstico No Remunerado,Media,En Pareja
131040228,2021,5,2,Gran Santiago,1310402,0.47121986746788,2,7,4,1,58,2,1,Trabajo Doméstico No Remunerado,Media,En Pareja
131040228,2022,6,2,Gran Santiago,1310402,1.06136000156403,2,7,4,1,60,,1,Trabajo Doméstico No Remunerado,Media,En Pareja
131040321,2018,2,2,Gran Santiago,1310403,0.402728259563446,2,1,3,5,57,11,1,Trabajo Remunerado,Básica,Soltero
131040321,2019,3,2,Gran Santiago,1310403,0.569736659526825,2,6,4,5,58,4,1,Desempleado,Media,Soltero
131040321,2021,5,2,Gran Santiago,1310403,,,,,,,,0,,,
131040321,2022,6,2,Gran Santiago,1310403,,,,,,,,0,,,
131040322,2018,2,2,Gran Santiago,1310403,0.402728259563446,2,5,5,4,77,1,1,Jubilado,Media,Soltero
131040322,2019,3,2,Gran Santiago,1310403,0.854604959487915,2,5,2,4,79,3,1,Jubilado,Básica,Soltero
131040322,2021,5,2,Gran Santiago,1310403,0.565463840961456,2,2,2,4,80,13,1,Trabajo Remunerado,Básica,Soltero
131040322,2022,6,2,Gran Santiago,1310403,0.550334811210632,2,5,2,4,81,,1,Jubilado,Básica,Soltero
131040323,2018,2,2,Gran Santiago,1310403,0.402728259563446,2,2,4,4,54,11,1,Trabajo Remunerado,Media,Soltero
131040323,2019,3,2,Gran Santiago,1310403,0.854604959487915,2,7,4,4,55,3,1,Trabajo Doméstico No Remunerado,Media,Soltero
131040323,2021,5,2,Gran Santiago,1310403,0.565463840961456,2,2,4,4,56,3,1,Trabajo Remunerado,Media,Soltero
131040323,2022,6,2,Gran Santiago,1310403,1.10066962242126,2,2,4,4,58,,1,Trabajo Remunerado,Media,Soltero
131040324,2018,2,2,Gran Santiago,1310403,2.55226850509644,1,4,8,4,20,5,1,Otras Categorías,Universitaria,Soltero
131040324,2019,3,2,Gran Santiago,1310403,,,,,,,,0,,,
131040324,2021,5,2,Gran Santiago,1310403,,,,,,,,0,,,
131040324,2022,6,2,Gran Santiago,1310403,,,,,,,,0,,,
131040325,2018,2,2,Gran Santiago,1310403,0.510453760623932,1,2,4,4,58,4,1,Trabajo Remunerado,Media,Soltero
131040325,2019,3,2,Gran Santiago,1310403,,,,,,,,0,,,
131040325,2021,5,2,Gran Santiago,1310403,,,,,,,,0,,,
131040325,2022,6,2,Gran Santiago,1310403,,,,,,,,0,,,
131040326,2018,2,2,Gran Santiago,1310403,1.02090752124786,1,9,4,1,39,1,1,Otras Categorías,Media,En Pareja
131040326,2019,3,2,Gran Santiago,1310403,2.15590286254883,1,1,7,2,36,10,1,Trabajo Remunerado,Técnica,En Pareja
